Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72,series-73,series-74,series-75,series-76,series-77,series-78,series-79,series-80,series-81,series-82,series-83,series-84,series-85,series-86,series-87,series-88,series-89,series-90
2016-07-22,1524481,1414177,1666786,1539153,1311929,1696259,1969332,2084195,1607511,1206419,515414,575251,908192,716786,565689,465353,2832516,581639,473815,605816,472066,356458,423769,328169,1883278,433689,366717,306422,306771,350432,583938,3062226,332991,362576,799020,412526,350814,369025,360239,381044,71062,41646,41910,63617,167780,130184,33833,40468,36160,29061,369287,426824,488348,414303,376036,385058,432640,381403,433390,9012699,819649,638306,561930,638447,613571,695291,1027671,1080736,700597,601591,320803,375393,268768,259984,331127,217346,263144,295864,277453,297910,17843,42611,8471,9138,30470,12765,13505,19185,8884,10454
2016-07-23,1690312,1396111,1488420,1500023,1195097,2744628,1687798,1359495,1454208,1285206,464337,511178,410944,615363,500653,413878,2674703,487612,405117,500744,454957,352293,386186,317641,1874098,432915,334535,309116,297872,284224,518314,2937705,333115,350219,728384,347202,344954,413895,341217,353908,64833,38949,40495,45042,130413,119478,32480,37888,32605,27200,350798,387787,459284,456697,424121,373049,437708,388555,434412,10941508,733591,652204,576034,673345,607153,774413,955409,707086,745788,804447,288007,364610,267659,280043,310017,228224,268811,315665,257609,230733,10534,23828,5684,7101,15916,9867,10650,11842,6409,6974
2016-07-24,1788006,1550595,1641707,1717620,1309392,1921737,1932186,1431688,1662307,1473462,542585,653008,486093,688534,536945,478160,2743713,507331,447713,555321,446304,315593,426122,364313,1909695,556832,354820,292642,298865,295782,473945,3025275,378949,363553,821722,368037,391798,537386,358193,403591,62414,38641,42138,41737,134607,118699,32831,39334,34131,28846,389943,410944,434946,482428,384182,463619,457208,430773,417386,13804561,819136,817732,636674,856030,622048,1163021,1097188,1127560,1039919,1026126,312415,396201,275864,289275,324069,279060,295094,345664,281975,255356,13708,23159,6129,6595,15290,11266,11628,27030,5736,14139
2016-07-25,1670324,1482607,1451498,1672841,1322735,1724450,1855815,1339186,1464041,1324481,611520,687280,555165,904165,595256,589314,2978360,569720,542370,632725,556488,338444,413718,338804,1905010,525077,376733,315939,305561,289658,420900,3271550,341391,348175,945042,368003,441232,441083,355648,413348,74876,44831,48669,68723,205293,132928,38667,47366,39206,30547,382696,398868,437861,451569,376207,423555,391764,408114,399167,16654884,655450,663118,523039,611168,540931,1070805,980145,757399,771688,625690,349632,356226,258504,260391,320911,309014,269041,306852,257153,418900,14394,30320,6661,8594,18453,12303,12994,19995,7490,10516
2016-07-26,1750951,1493195,1972280,1337701,1718438,1866802,1892421,1296243,1376643,1192701,663592,670543,693585,850839,612087,553611,2995685,562882,528937,612565,457702,343198,357750,278868,1888062,457288,425940,296636,284502,278551,355363,3144002,323243,334755,844114,399260,357782,393205,348377,318919,67390,42467,45145,48676,179970,133658,37682,46058,36133,29916,374429,384885,450807,436126,349515,421980,388990,389059,381794,17260574,773499,655335,524568,559566,564211,844522,1009115,820037,813821,747260,317117,329315,254698,257408,321326,252795,274903,319532,253922,245939,16389,31932,7092,9033,18908,13569,13491,22480,8979,13509
2016-07-27,1509832,1381622,1773380,1293035,1771333,1669651,1852786,1237277,1449776,1176861,624733,671736,549712,843028,593218,555091,2957101,580317,517430,658023,478288,346678,451843,288864,1877042,437175,358082,272129,311648,291581,425915,3199069,325496,317205,988756,363164,572137,404053,392996,312751,74754,42966,46743,49297,169319,138790,50656,41608,33459,29102,373325,396153,435336,417993,353200,402558,390441,384768,409019,18119463,753495,593212,798931,587275,628115,854350,952551,673961,680139,651834,329222,328553,258506,256731,321281,266945,270425,290002,244117,278002,12612,29722,6063,8209,15720,11981,13022,14782,6983,9702
2016-07-28,1797001,1389691,1502194,1221504,1333274,2012563,1899840,1215866,1455346,1245916,616714,693285,516620,910065,572007,528366,2992994,657063,510282,744121,460133,348825,422909,281604,1866026,432395,356296,348429,420158,292419,386280,3091056,386040,371735,868647,590865,348254,414257,349850,375936,71264,42035,62744,49087,164750,138829,38007,42041,33278,29072,384953,507021,424712,424187,354508,405261,399246,392669,395404,18271296,646981,607550,572998,562755,533211,824825,941500,697447,616170,561603,308703,374977,269261,257628,323272,237233,266214,274435,247668,243414,14907,29068,6418,7971,17639,11799,13015,13441,6827,9130
2016-07-29,1864562,1367669,1673444,1231991,1197174,1611746,1849510,1340401,1490431,1237939,551283,577307,463393,761186,515555,686975,2904614,512711,453112,582615,404106,334757,424040,266769,1883036,453393,340975,289085,346668,299956,437911,3025429,312298,323301,768979,354486,337493,355902,354845,413875,74889,41135,46349,51028,160884,129587,38531,40720,33759,28293,415151,547963,408565,413933,330199,392217,373912,376648,413866,17770858,707776,559606,635249,579314,743229,975477,1160838,690167,633964,694898,306486,370480,268435,278810,318048,231452,270998,291356,242519,278639,13819,30178,6988,7657,15381,11335,11907,15679,7145,8694
2016-07-30,1732343,1432947,1282338,1252128,1167594,1543775,1817627,1211551,1437314,1247587,496620,527458,415683,625071,452690,423589,2702406,454436,385985,494217,466119,310344,378043,258187,1821680,454609,312541,284980,304493,291946,331598,2714898,267509,317963,648825,359129,335123,325683,366772,292514,70764,37490,39919,48318,123194,118450,32376,38415,31137,27135,367941,519797,427302,398589,362357,366534,386842,386967,385180,16370486,666837,602530,595909,642318,619814,928480,1012122,922843,702908,615919,319438,358152,260633,280624,332007,273968,301436,306062,318421,213993,9741,25172,5037,5832,13268,9415,9845,17325,5301,9568
2016-07-31,1855916,1808790,1355540,1336117,1288846,2002401,2064303,1291347,1929760,1342414,542146,571250,458842,692052,516673,480284,2729482,751727,442993,553606,446214,300240,438115,287273,1844540,504698,362109,311488,336527,305782,432328,3007987,343465,388926,793032,434722,433137,416234,397538,373887,77904,40112,42348,48194,136218,122409,36931,39509,32578,28235,368808,490807,433392,472033,370024,508012,389416,399120,381792,16407042,874742,666847,581651,827743,738701,1145829,1413705,822022,1184564,653793,321355,421001,269269,305180,357079,285124,279230,333282,283917,203907,10561,26901,5074,6249,13318,10059,10338,17336,6152,7490
2016-08-01,1618520,1489106,1394080,1281630,1363684,1833081,2647387,1243173,1464860,1288210,593237,679028,526231,914174,586102,569271,2987368,626358,508458,632394,492980,309920,442605,291280,1844257,719943,334704,278838,300885,354495,370128,3094837,325883,354369,847649,381594,378981,377138,413661,321668,71528,41838,51582,52313,171419,134802,39480,40816,32883,32457,397492,549454,422072,517673,390211,420933,406773,392669,400088,17912402,749081,659509,533465,683457,641568,942679,1264807,759549,894337,548968,318909,398562,264001,334794,409330,292935,261920,289476,263952,281184,13207,27193,6605,8069,16646,12920,12769,12359,8878,9729
2016-08-02,1476182,1464363,1281816,1240514,1393369,1612717,2008192,1214721,1435542,1254967,622912,704739,545925,909704,573543,567487,2991999,597665,540572,607598,498769,362753,441798,291704,1851569,530654,345907,279930,344983,316970,529857,3209262,358441,351210,1101139,377448,358829,390482,371223,316110,72140,49379,58981,54181,188326,143249,44823,49403,37147,42535,432125,460726,416073,503273,359838,418103,431304,394238,393196,18125102,692084,654246,559736,1150293,647331,826093,1032827,669663,839316,567971,299799,347556,269255,326189,389412,271921,264060,276791,388424,270911,21998,49664,9257,10520,43700,16723,15866,22224,14771,11974
2016-08-03,1442872,1449881,1268291,1202594,1308787,1606939,2041823,1745470,1414301,1194823,613810,866194,553156,891737,568721,911972,2984978,568118,555072,623754,484421,324881,444415,297151,1875207,496899,348214,293279,341994,299982,421496,3087455,378921,424635,894578,380570,344577,370732,351199,316458,69436,61082,49151,49088,218668,140339,37776,41916,36787,31702,405887,427976,406421,519692,347825,372757,408600,407909,391955,16349246,646522,656205,558223,1551028,730620,874394,956046,679609,791007,540614,294156,342400,265250,305977,418792,244535,254435,271076,271812,249691,21182,78870,10552,12162,60801,17201,16203,19694,23299,15326
2016-08-04,1459182,1510368,1256910,1204878,1275892,1608410,2066381,1521711,2880942,1164068,573048,763325,534904,870314,540747,600381,2925529,607762,554232,572843,509319,382325,382235,311596,1938147,696911,389000,355187,358173,299381,485433,3119541,374142,401066,848359,393424,331298,374500,326667,359054,63658,50388,47237,54126,250199,132794,41327,42508,33585,36186,419620,399915,432562,610925,378779,371687,396056,425094,406105,14114806,626232,665538,533155,1005196,610355,885349,968303,1377814,739852,541329,320724,357046,270618,337749,384901,266465,248438,259548,248274,231374,15052,29412,5965,7629,18146,11654,12071,14064,7732,10048
2016-08-05,1498887,1552576,1418665,1364047,1357071,1584774,2448476,1208300,1656604,1301872,825964,653768,484882,819467,488801,609494,2867202,565054,500158,574550,448711,366109,331516,306297,1841499,602907,354626,298400,370752,424479,433499,3050490,388187,347039,809144,385790,320517,396781,387082,373922,65676,46609,50401,49958,254912,131901,37691,45838,37664,31844,451933,383083,463847,502353,486389,379130,408528,444016,452957,12324505,658735,724817,590712,716590,610589,803490,1021210,995141,756214,620475,343067,345025,264460,342333,378385,275788,243527,258134,325474,272103,12889,26643,5962,7086,15115,11335,11596,13036,7567,8935
2016-08-06,1687960,1579297,1340763,1512336,1587324,1639857,2423939,1295373,1627409,1858994,631876,701436,530353,827825,481656,644798,2894640,529953,640723,592699,438779,334839,297016,279728,1806818,488077,316073,274094,352477,313659,464227,2767555,332351,307631,648533,374197,333434,354643,329180,316802,62573,41992,42489,44246,225287,123185,38105,40369,32602,28372,468647,373251,454931,510568,371658,425021,386808,421417,425801,10778960,671323,771537,585980,763667,663276,892477,980752,827246,722827,571200,437080,357374,246176,317870,370362,281879,262778,273452,268321,211771,10335,23039,4037,4930,12113,8668,9599,12773,4621,6825
2016-08-07,1780835,1934803,1376939,1487276,1814432,1916462,2440944,1418005,1635583,1916589,600542,662938,508065,887627,516961,665899,3105845,561234,657847,556829,495271,342264,316280,300407,1834701,550777,336277,282556,390203,550940,489003,2823940,354882,346338,712296,403842,339204,420194,355147,351702,59511,41656,41978,46073,207072,128658,36015,41193,32556,27446,503628,392806,450050,538608,376314,462129,421537,438323,456020,10820273,857694,733176,764135,731160,697258,995837,964352,961678,810618,709250,398583,365994,273006,323948,410190,273184,281241,296552,264201,223108,11291,27986,5362,6210,14951,11965,10643,14935,8523,9740
2016-08-08,1879061,1687750,1629024,2406293,2047428,1772635,2384950,1630279,1622440,1932332,689961,767670,591038,1166726,666646,776514,3165996,698739,702181,763233,498604,361814,318093,305337,1872164,546590,351388,277935,356188,295230,502289,3147131,411458,333089,802756,408839,319744,440547,428856,335562,60360,46278,46979,47652,251797,139859,39081,44178,37907,30092,546563,400248,453140,554641,398959,446724,412892,440616,546627,12531476,885253,897971,706862,678641,771659,961025,969417,1470940,841629,772208,393637,377712,291739,324343,399442,264298,343631,273310,262186,321311,15902,39782,8129,8869,23957,14396,13636,14511,9795,12921
2016-08-09,1620374,1901725,1385368,1407730,1741753,1771331,2153623,1405045,1426783,1668557,721888,844052,652512,1176697,634740,759566,3359949,701352,757786,702492,532608,364000,329002,299612,1857157,491314,381763,319994,345113,323883,491505,3172205,349398,391676,809302,403729,362131,543663,376178,386813,69803,45263,46230,70887,227930,138150,38828,42353,34996,31039,522105,389365,436800,573954,371586,434002,414966,480363,503880,13219996,827608,988180,703054,713911,747972,801168,927488,929037,741463,712606,354919,400394,286492,313668,424106,234671,299768,264862,259166,259649,15646,30723,6294,7731,19546,11447,12600,13560,6821,10128
2016-08-10,1902327,1817328,2050495,1242059,1895118,1922704,2081975,1603149,1531845,2126858,779415,793720,652632,1317725,644293,733163,3313114,647776,698391,721199,540333,377029,304969,286260,1835088,516193,343973,334698,328363,330997,493970,3224370,342008,355021,844546,419694,339112,553769,424846,357105,65110,46447,45884,48374,378398,138984,42972,43479,34181,31283,587639,483679,429663,525069,377153,416298,434164,451274,492122,14349026,783968,886165,687648,771008,634855,904269,1258752,767926,624796,636338,354952,326279,274805,333782,404255,237376,388999,268446,260918,343094,16847,41265,10054,9591,35052,14026,15727,14093,13256,12127
2016-08-11,1606460,1829066,1534239,1201673,1597194,1919760,2063514,1460991,1395607,1639549,681154,744341,674249,1209551,643532,760880,3240544,590366,661568,776697,463410,453798,310229,313997,1846808,540670,357400,279465,316135,293275,472561,3120421,429484,351174,833336,506257,351894,445543,543841,423716,70741,43859,44503,50392,233205,137145,39757,43989,36022,30584,561148,396911,433151,516429,370025,381460,402646,467763,577781,14906930,829397,969650,702629,718737,726780,957367,1433248,683164,680977,759693,349766,337522,262205,312217,395450,235331,287990,255682,241501,502327,15254,30569,8566,8156,19905,12716,12910,13134,11897,10329
2016-08-12,1885831,1857602,1321888,1157071,2057999,1915580,2029636,1923270,1455968,1685168,614302,639608,516258,1082150,552114,647961,3079649,559452,573062,657804,563504,358907,332660,358032,1837713,550056,511539,289018,319431,274318,642210,3224296,359814,387346,875795,413115,366570,488374,498253,419207,71462,42697,44368,57272,236445,128426,40493,41710,39997,30956,560479,412570,559365,493524,375615,462076,397991,480629,541863,15516145,854814,930228,643185,817804,712928,1113056,1430400,722106,935748,686075,342243,348109,261457,297989,383352,233154,326529,285528,253544,340158,12790,31024,6548,7110,15642,10935,11012,16814,7638,9709
2016-08-13,2315013,1966463,1956593,1382964,1398475,1826600,2017688,1601682,1677773,1705629,635803,568931,456436,919340,493656,605426,2868064,486876,452615,705638,526444,305480,306090,369777,1808128,454675,429365,251375,322365,275784,538810,2956889,351141,345050,734290,407395,510415,431213,437290,433273,62901,37532,42581,52864,164009,116458,37527,39271,35733,26324,530687,395231,480186,457358,384926,437514,406527,409572,439013,14051394,712120,869228,603046,847815,652960,963057,1095774,713518,998818,593966,329759,362734,276244,300187,367209,242001,303839,324903,258822,218912,9840,23999,4659,5300,14249,9282,8694,12965,6180,6670
2016-08-14,1860154,1791786,1755027,1460602,1609925,1992922,2233538,1801074,1623943,2170948,686791,596154,523202,890492,528048,676976,2941111,520131,518588,732215,562078,340455,356702,383085,1894330,480098,401291,281943,409687,340743,708418,3082563,390052,461367,800362,422977,525669,510864,415826,465218,66982,39098,42905,54851,150326,126161,41030,49356,34055,26745,578590,432305,457681,569807,385891,429278,447081,492582,499437,15019228,827088,1079864,677622,867297,649146,1069446,1011766,840211,1028703,834196,358126,357719,321126,318007,369827,280205,295801,319868,261446,267641,8903,29398,6467,6118,13819,10378,10864,11993,5380,14703
2016-08-15,1809137,1807557,1553951,1330419,1526682,1930219,2053429,1842849,1644448,1998683,920131,791605,745684,1066463,706272,740560,3176050,664146,685416,741492,522852,384123,368025,453461,2001809,522536,378108,290155,400406,299816,544780,3219817,385670,436562,839014,402640,461171,489473,410090,400805,70208,42380,47013,51547,173135,136293,48214,49299,56457,30819,589204,597893,472894,557956,537954,394904,426613,520025,515731,16655165,922245,958785,701496,816193,689644,940986,1123051,955361,1015491,715325,329327,361336,647161,308737,367706,269118,281698,282200,257836,248034,13674,38012,7728,7123,16037,11213,11818,13981,6722,9541
